"Model: Simple Homogeneous, Source: T2 B cells",,,
"Model: Time-dependent influx, Source: T2 B cells",mean,2.5%,97.5%
Pool size at t0: N0 – log transformed,8.64089526563389,5.65254459802423,10.8105676923624
Ki67 proportion at t0,0.897696821068115,0.801247832562986,0.987099219773651
Rate of daily influx at t0,0.001945130972431,0.001095075636216,0.003230328139121
Rate of cell division,1.81972906239963,1.32137295297531,2.38163099499346
ΔYFP – change in proportions of YFP+ cells,0.134617996139604,0.080835787569345,0.190986458903521
Rate of Ki67 loss,5.52227846516528,4.11990641185441,7.02502343455418
Rate with which source influx changes with host age,0.003027496074236,0.000577932058031,0.005380174150742
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.670269852354428,0.504620217590174,0.909371246561593
sigma2,0.536927713825355,0.409885220764161,0.713077482625051
sigma3,0.140183992074338,0.100361270681326,0.198073156621883
sigma4,0.246727744602793,0.185284648714574,0.332012050377575
,,,
,,,
"Model: Time-dependent turnover, Source: T2 B cells",mean,2.5%,97.5%
Pool size at t0: N0 – log transformed,8.50368654032002,5.33103069594559,10.7781423138867
Ki67 proportion at t0,0.897527311793638,0.799214180815944,0.987081633088166
Rate of daily influx,0.002538354872313,0.001690131350669,0.00377069141945
Rate of cell division,1.77332263897884,1.27758440220457,2.34189405893323
Rate with which turnover varies with host age,3.41478965912067E-05,9.25275955551436E-07,6.64924108870744E-05
ΔYFP – change in proportions of YFP+ cells,0.128165532148229,0.072279254125851,0.18560598520499
Rate of Ki67 loss,5.57192743382591,4.17654280826589,7.03498414517522
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.688732615193329,0.512397684142904,0.942635681366504
sigma2,0.539419893244265,0.41138257936284,0.720788894648983
sigma3,0.1399700865516,0.100345855178624,0.200393806041399
sigma4,0.247994952003838,0.186542142395795,0.334377548361938
,,,
,,,
,,,
,,,
"Model: Incumbent, Source T2 B cells",,,
Pool size at t0: N0 – log transformed,9.02680574461942,5.89541034362186,11.4229344187621
Ki67 proportion at t0,0.898208388877461,0.80282860856638,0.984669832599551
Ki67 proportion within Incumbent subset at t0,0.372414727548986,0.013365374781645,0.921163286110086
Rate of daily influx,0.004344220793504,0.002687836057809,0.007325134886169
Rate of turnover,1.89625440105784,1.37543150041674,2.48960549202258
Rate of cell division,1.84741181246904,1.33044584933122,2.44053922981294
Rate of Net loss,0.048842588588795,0.034022694164284,0.08069159691407
Rate of cell division within Incumbent subset,0.456709880211368,0.017492576015732,1.22105381832342
Rate of Ki67 loss,5.53971866649859,4.16887932147917,7.06799026903429
,,,
"Errors estimated from the model fits to Counts, Normalised chimerism, Ki67 proportions in Donor-  and in Host- derived SPGC B cells.",,,
sigma1,0.794972221063587,0.599214920171685,1.07123829350822
sigma2,0.545244216596093,0.411726923981222,0.727370818527144
sigma3,0.139646053542843,0.099398025556232,0.201498006405071
sigma4,0.246140120529881,0.188084830001073,0.327251002608741
